customerid,firstname,lastname,address,priphone,secphone,email,custsince,checkingstatus,loanduration,credithistory,loanpurpose,loanamount,existingsavings,employmentduration,installmentpercent,sex,othersonloan,currentresidenceduration,ownsproperty,age,installmentplans,housing,existingcreditscount,job,dependents,telephone,foreignworker,risk
09-8115770,Margarita,Yannoni,3 Trailsway Way,644-831-3799,630-946-2420,margaritayannoni@google.com,7/12/2013,0_to_200,16,prior_payments_delayed,radio_tv,2931,greater_1000,greater_7,2,male,none,3,savings_insurance,30,none,own,2,skilled,1,yes,yes,Risk
09-9634850,Otha,Roser,080 Rockefeller Avenue,257-806-5840,128-114-7483,otharoser@hotmail.com,9/7/1996,no_checking,21,credits_paid_to_date,furniture,3396,greater_1000,4_to_7,4,female,none,3,car_other,42,none,own,1,skilled,1,yes,yes,Risk
10-0275767,Cortney,Gresch,1694 Warrior Street,583-428-6894,412-575-5754,cortneygresch@google.com,11/4/2002,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
10-0496716,Tiebout,Leban,991 Veith Junction,938-253-5737,801-750-2283,tieboutleban@outlook.com,9/14/1999,less_0,20,credits_paid_to_date,retraining,2354,less_100,1_to_4,3,female,none,2,real_estate,41,none,own,2,skilled,1,none,yes,No Risk
10-1068334,Bryan,Elles,3429 Sundown Road,570-904-5512,443-493-0590,bryanelles@google.com,12/14/1985,0_to_200,4,credits_paid_to_date,car_new,2761,less_100,less_1,1,male,none,1,car_other,57,bank,rent,1,unemployed,1,none,yes,No Risk
10-1467601,Hazel,Peter,29445 Anniversary Lane,884-519-9961,131-427-3979,hazelpeter@google.com,9/25/1984,less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,female,co-applicant,2,savings_insurance,50,bank,own,1,unemployed,1,yes,yes,No Risk
10-1725481,Julian,Bee,60208 Pleasure Crossing,382-271-9405,979-948-5970,julianbee@google.com,5/14/2013,no_checking,25,credits_paid_to_date,furniture,5758,100_to_500,4_to_7,4,male,none,4,unknown,26,none,free,2,management_self-employed,1,none,yes,Risk
10-4269686,Reginauld,Megahey,2 Hagan Court,929-538-6908,987-501-6990,reginauldmegahey@yahoo.com,2/16/1997,0_to_200,17,prior_payments_delayed,car_used,3715,100_to_500,1_to_4,2,male,none,3,savings_insurance,40,bank,own,1,unemployed,2,none,yes,No Risk
10-5312976,Vanya,Pantin,0701 Hauk Point,323-626-3006,689-280-9147,vanyapantin@google.com,9/15/1997,0_to_200,15,prior_payments_delayed,furniture,5043,500_to_1000,greater_7,2,female,none,3,car_other,36,stores,rent,1,skilled,1,none,yes,Risk
10-7063641,Callean,Greedyer,619 Waxwing Street,719-871-2694,664-444-1720,calleangreedyer@outlook.com,7/19/2015,no_checking,33,outstanding_credit,other,7634,500_to_1000,greater_7,5,male,guarantor,4,unknown,18,none,free,2,skilled,1,yes,yes,Risk
10-7592797,Filbert,Lyptratt,638 Lien Hill,764-351-9722,302-498-7941,filbertlyptratt@google.com,12/3/1988,less_0,16,prior_payments_delayed,retraining,250,less_100,less_1,2,female,none,3,real_estate,47,none,own,1,skilled,1,none,yes,No Risk
10-7815772,Boris,Neggrini,868 Oneill Junction,704-578-0838,772-508-2211,borisneggrini@hotmail.com,3/25/1988,0_to_200,18,all_credits_paid_back,vacation,1800,500_to_1000,less_1,3,female,none,1,real_estate,54,none,rent,1,skilled,2,none,yes,No Risk
10-8898950,Adlai,Farfoot,667 Ridgeview Pass,681-789-4337,221-975-1714,adlaifarfoot@google.com,12/20/1996,no_checking,32,outstanding_credit,other,5821,500_to_1000,greater_7,4,male,none,2,car_other,37,bank,own,1,unskilled,1,none,yes,No Risk
10-9757698,Harper,McDonand,57754 Vidon Center,991-918-5309,366-455-0366,harpermcdonand@yahoo.com,4/11/2007,0_to_200,17,prior_payments_delayed,car_new,1566,100_to_500,4_to_7,3,male,none,2,car_other,33,none,own,1,skilled,1,none,yes,No Risk
10-9960794,Pavel,Cowlin,87 Northridge Junction,668-549-3185,158-667-1448,pavelcowlin@google.com,2/24/2008,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,28,bank,rent,1,unemployed,1,none,yes,No Risk
11-0200697,Aguistin,MacLleese,240 Pennsylvania Circle,515-253-1440,511-230-3631,aguistinmaclleese@google.com,5/24/2003,no_checking,34,prior_payments_delayed,vacation,6981,unknown,greater_7,5,male,none,3,unknown,35,none,free,3,skilled,2,yes,yes,Risk
11-2800982,Ayn,Bilam,1 Pleasure Alley,134-105-2847,981-827-9970,aynbilam@google.com,2/3/2006,0_to_200,20,prior_payments_delayed,radio_tv,2400,100_to_500,greater_7,4,male,none,4,car_other,32,none,own,1,skilled,1,none,yes,No Risk
11-2900735,Clare,Blakemore,389 Summer Ridge Avenue,659-240-2845,699-573-9113,clareblakemore@outlook.com,3/21/2010,no_checking,30,outstanding_credit,appliances,8293,greater_1000,4_to_7,5,male,co-applicant,4,unknown,27,none,own,2,management_self-employed,2,none,yes,Risk
11-2973367,Sonnie,Prynne,0 Hoepker Terrace,317-669-3387,891-382-4473,sonnieprynne@google.com,4/10/1987,0_to_200,42,prior_payments_delayed,appliances,2759,100_to_500,4_to_7,2,male,none,3,savings_insurance,57,stores,own,1,skilled,1,none,yes,No Risk
11-3371638,Sandro,Blandamere,17110 Melody Center,236-978-6339,264-528-0011,sandroblandamere@google.com,9/8/2011,no_checking,27,outstanding_credit,appliances,7167,500_to_1000,4_to_7,4,male,none,5,unknown,27,none,own,2,skilled,2,yes,yes,Risk
11-4068667,Ganny,Entwhistle,9 Fordem Place,170-820-8499,830-797-8832,gannyentwhistle@google.com,7/13/1989,no_checking,17,credits_paid_to_date,retraining,5542,greater_1000,less_1,3,male,none,3,savings_insurance,54,none,own,1,management_self-employed,1,none,yes,No Risk
11-6545069,Reuven,Deakin,20772 Surrey Avenue,355-589-0052,136-418-6904,reuvendeakin@hotmail.com,3/20/2007,0_to_200,18,credits_paid_to_date,car_used,1768,less_100,1_to_4,1,male,none,3,car_other,34,none,own,1,skilled,1,none,yes,No Risk
11-7324952,Miranda,Blaszczyk,3 Spenser Hill,307-525-5342,538-998-1759,mirandablaszczyk@hotmail.com,7/25/2011,0_to_200,13,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
12-0762982,Ab,Pittel,23370 Harper Avenue,581-803-7825,486-752-5639,abpittel@google.com,12/1/1987,0_to_200,4,prior_payments_delayed,car_used,3365,less_100,1_to_4,2,male,co-applicant,3,savings_insurance,47,none,own,1,skilled,1,none,no,No Risk
12-1585670,Morrie,Paviour,5830 Heath Plaza,659-598-0238,169-208-9206,morriepaviour@yahoo.com,4/16/1999,no_checking,33,all_credits_paid_back,radio_tv,4574,100_to_500,4_to_7,4,male,none,4,savings_insurance,34,none,own,1,management_self-employed,2,none,yes,No Risk
12-2009398,Twyla,Ludwikiewicz,09776 John Wall Junction,405-377-1935,436-873-5728,twylaludwikiewicz@google.com,5/12/1992,no_checking,11,prior_payments_delayed,radio_tv,1353,100_to_500,1_to_4,2,male,none,3,savings_insurance,49,bank,rent,1,unskilled,1,none,yes,Risk
12-3012199,Boniface,Antonnikov,0218 Namekagon Hill,273-738-4973,902-945-4303,bonifaceantonnikov@yahoo.com,7/23/2013,less_0,25,credits_paid_to_date,car_new,2783,less_100,less_1,3,male,none,3,savings_insurance,29,none,rent,1,skilled,1,none,yes,Risk
12-3574239,Adore,Fenby,412 Hoepker Place,557-243-1218,960-191-5967,adorefenby@yahoo.com,1/6/2001,less_0,12,all_credits_paid_back,furniture,1472,100_to_500,1_to_4,2,female,none,1,savings_insurance,36,stores,own,1,skilled,1,yes,yes,No Risk
12-3819534,Herb,Avraam,38 Marcy Crossing,892-469-7025,252-763-2059,herbavraam@yahoo.com,10/1/1989,0_to_200,20,prior_payments_delayed,radio_tv,3966,100_to_500,1_to_4,4,male,none,4,savings_insurance,49,none,own,2,management_self-employed,1,yes,yes,No Risk
12-3908812,Brear,Heimes,7 Springview Avenue,474-578-0997,778-138-5087,brearheimes@google.com,4/12/1982,no_checking,27,prior_payments_delayed,car_used,4651,100_to_500,1_to_4,3,male,none,4,car_other,51,none,own,1,management_self-employed,1,none,yes,No Risk
12-4199069,Jaye,Ashforth,0 Melrose Point,954-828-7007,437-841-7978,jayeashforth@google.com,2/19/2007,no_checking,44,prior_payments_delayed,repairs,6214,unknown,4_to_7,5,male,none,4,car_other,33,none,free,3,skilled,2,yes,yes,No Risk
12-4952576,Kliment,Besantie,556 Manley Hill,631-988-7485,902-126-3805,klimentbesantie@outlook.com,6/26/2005,no_checking,15,all_credits_paid_back,furniture,2539,greater_1000,1_to_4,2,female,none,3,savings_insurance,34,none,rent,1,skilled,2,none,yes,No Risk
12-6398393,Miles,Stambridge,5 Warrior Lane,418-732-0095,948-221-7157,milesstambridge@hotmail.com,9/16/2010,no_checking,36,outstanding_credit,radio_tv,8452,500_to_1000,greater_7,5,male,co-applicant,5,car_other,33,none,free,2,management_self-employed,1,yes,yes,Risk
12-7415872,Annemarie,Bowstead,89 Hoepker Street,951-609-7311,584-665-8965,annemariebowstead@yahoo.com,2/17/2000,no_checking,35,prior_payments_delayed,furniture,2992,500_to_1000,greater_7,4,male,guarantor,5,car_other,34,none,free,2,skilled,1,yes,yes,Risk
12-7569621,Verine,Poundsford,27 Esch Crossing,714-239-4276,404-948-0075,verinepoundsford@outlook.com,1/10/2015,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,male,none,1,savings_insurance,26,stores,rent,1,unskilled,1,none,yes,No Risk
12-8886111,Juliann,Tabert,8 Lakeland Drive,792-719-4965,376-288-5669,julianntabert@outlook.com,11/18/2005,less_0,19,credits_paid_to_date,car_new,1190,less_100,less_1,2,male,none,3,real_estate,39,none,own,1,skilled,1,none,yes,No Risk
13-0588601,Erie,Postins,7199 Miller Circle,363-113-2626,175-550-4865,eriepostins@google.com,2/22/2004,less_0,22,credits_paid_to_date,car_new,250,less_100,less_1,1,male,none,3,savings_insurance,32,stores,rent,1,skilled,1,none,yes,No Risk
13-0860311,Wallace,Catlin,38 Susan Terrace,637-716-6870,999-937-9134,wallacecatlin@google.com,5/12/2008,0_to_200,14,prior_payments_delayed,retraining,4160,less_100,greater_7,4,male,none,3,car_other,32,none,own,1,skilled,2,yes,yes,Risk
13-3207395,Ashlen,Hearnaman,58475 Sutherland Terrace,786-732-4325,183-835-0677,ashlenhearnaman@yahoo.com,9/8/2007,less_0,20,credits_paid_to_date,car_used,2146,less_100,less_1,3,male,none,1,real_estate,36,none,own,1,skilled,2,yes,yes,No Risk
13-3929664,Janela,Boultwood,56 Meadow Valley Parkway,805-438-7535,814-706-3338,janelaboultwood@google.com,7/7/2007,less_0,19,prior_payments_delayed,appliances,3691,500_to_1000,1_to_4,3,male,co-applicant,4,savings_insurance,32,none,own,1,skilled,1,yes,yes,Risk
13-4287881,Johann,Finlry,0 Trailsway Point,281-818-8678,904-834-3380,johannfinlry@yahoo.com,5/21/2008,less_0,23,credits_paid_to_date,car_new,4168,less_100,4_to_7,3,male,none,2,car_other,32,none,own,1,skilled,1,yes,yes,Risk
13-4439398,Dixie,Rookeby,6587 Glacier Hill Crossing,379-475-2801,976-852-0611,dixierookeby@yahoo.com,9/8/1981,0_to_200,26,credits_paid_to_date,furniture,250,100_to_500,1_to_4,1,female,none,3,car_other,63,stores,own,1,unskilled,1,none,yes,No Risk
13-6023121,Elayne,Jesty,70 Claremont Park,742-678-5429,468-582-0453,elaynejesty@google.com,3/4/2013,no_checking,24,prior_payments_delayed,car_used,5013,500_to_1000,4_to_7,3,male,none,4,savings_insurance,25,none,own,2,management_self-employed,1,none,yes,No Risk
13-6611163,Gardener,Habbal,95606 Huxley Hill,178-998-4259,305-388-2902,gardenerhabbal@hotmail.com,7/28/1998,no_checking,40,prior_payments_delayed,repairs,7559,unknown,4_to_7,5,male,none,5,car_other,38,none,own,2,skilled,1,none,yes,No Risk
14-0052697,Ebony,Sterndale,802 Esch Hill,358-926-9723,313-429-2816,ebonysterndale@google.com,5/10/1996,less_0,11,all_credits_paid_back,car_used,1282,less_100,unemployed,2,male,none,2,real_estate,38,none,own,1,skilled,1,yes,yes,No Risk
14-1125095,Vito,Hellyer,03700 Manitowish Hill,482-123-4258,480-882-4485,vitohellyer@yahoo.com,3/3/2002,no_checking,19,credits_paid_to_date,radio_tv,4548,100_to_500,4_to_7,4,female,none,4,savings_insurance,39,none,own,1,skilled,2,yes,yes,No Risk
14-1200216,Anup,Nair,73184 Marcy Road,411-496-2035,601-660-9721,anupnair@yahoo.com,1/23/2001,no_checking,37,outstanding_credit,other,5799,500_to_1000,greater_7,5,male,none,4,car_other,42,none,free,2,management_self-employed,2,yes,yes,Risk
14-2381840,Puna,Rian,3683 4th Terrace,960-670-6886,687-782-3977,punarian@hotmail.com,3/11/1980,no_checking,17,prior_payments_delayed,radio_tv,1492,500_to_1000,greater_7,3,female,none,2,savings_insurance,57,none,own,1,skilled,1,none,yes,No Risk
14-2574312,Tim,Bohn,47 Sycamore Street,889-606-3375,914-207-6032,timbohn@yahoo.com,2/6/2009,0_to_200,11,credits_paid_to_date,car_used,6169,less_100,less_1,3,male,none,2,car_other,26,none,own,2,management_self-employed,1,none,yes,Risk
14-2884567,Rakshith,DL,77097 Ludington Lane,173-678-8721,913-523-3150,rakshithdl@yahoo.com,2/24/1993,no_checking,37,outstanding_credit,appliances,3072,500_to_1000,greater_7,3,male,none,3,car_other,40,none,own,1,skilled,1,yes,yes,Risk
14-4526380,Brian,Calder,5516 Park Meadow Park,246-479-8221,442-159-8733,briancalder@hotmail.com,1/7/1991,no_checking,63,outstanding_credit,other,8244,greater_1000,greater_7,4,male,co-applicant,5,car_other,49,none,free,2,skilled,2,yes,yes,Risk
14-5605110,Elie,Paul,5 Sherman Trail,518-404-5488,598-808-5123,eliepaul@yahoo.com,9/18/2004,0_to_200,19,prior_payments_delayed,repairs,1822,greater_1000,4_to_7,4,male,none,3,savings_insurance,29,none,own,2,skilled,1,none,yes,Risk
14-6791840,Amber,Arriaga,5 Manley Circle,163-195-5761,440-790-8459,amberarriaga@google.com,1/27/1984,less_0,22,prior_payments_delayed,furniture,4428,less_100,1_to_4,3,female,none,3,savings_insurance,61,none,rent,2,skilled,1,none,yes,Risk
14-7752038,Anthony,Casaletto,639 Menomonie Road,963-690-3397,493-136-6549,anthonycasaletto@hotmail.com,7/8/2014,no_checking,25,prior_payments_delayed,car_used,4998,500_to_1000,4_to_7,3,male,guarantor,5,car_other,22,none,free,2,skilled,1,yes,yes,Risk
14-8256380,Sasha,Tinsey,004 Glacier Hill Center,117-396-1609,788-199-3327,sashatinsey@yahoo.com,3/14/2004,less_0,19,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,37,stores,own,1,skilled,1,none,yes,No Risk
14-9010797,Beatrice,Cockson,55497 Mifflin Point,120-571-7227,573-845-2798,beatricecockson@yahoo.com,11/24/2010,0_to_200,9,prior_payments_delayed,car_new,329,less_100,1_to_4,2,male,none,3,real_estate,33,stores,own,1,skilled,2,yes,yes,Risk
14-9302935,Fair,Antrum,26 Hollow Ridge Road,363-967-5162,653-983-8393,fairantrum@google.com,4/22/2005,0_to_200,15,credits_paid_to_date,car_new,1323,less_100,4_to_7,3,female,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
15-1276563,Aleda,Colquit,46142 Luster Terrace,104-187-8497,151-365-2658,aledacolquit@yahoo.com,9/6/2000,0_to_200,19,credits_paid_to_date,retraining,3233,less_100,4_to_7,2,female,none,1,car_other,42,stores,free,1,skilled,1,yes,yes,Risk
15-1584406,Faina,Reeds,607 La Follette Circle,859-784-2293,420-140-3435,fainareeds@google.com,7/25/2001,no_checking,28,prior_payments_delayed,radio_tv,1820,unknown,less_1,2,female,none,4,savings_insurance,40,bank,rent,2,unemployed,1,yes,yes,No Risk
15-1933850,Dido,Membry,24474 Blue Bill Park Way,960-112-9286,968-653-6299,didomembry@yahoo.com,2/6/2000,no_checking,31,prior_payments_delayed,appliances,6610,100_to_500,1_to_4,4,female,none,3,savings_insurance,42,none,own,2,skilled,1,none,yes,No Risk
15-2079121,Hurley,Piercy,11 Eastlawn Avenue,935-910-2842,116-119-9942,hurleypiercy@yahoo.com,11/17/2012,greater_200,20,credits_paid_to_date,car_new,3846,less_100,4_to_7,4,male,none,4,savings_insurance,30,none,own,2,management_self-employed,1,yes,yes,Risk
15-5154734,Artus,Jersh,83175 Packers Place,804-939-8530,739-464-7675,artusjersh@yahoo.com,9/2/1994,less_0,15,credits_paid_to_date,retraining,1302,less_100,less_1,1,female,none,2,real_estate,48,none,rent,1,skilled,1,none,yes,No Risk
15-5344946,Keefe,Yushmanov,76 Hanover Drive,211-179-5934,955-786-9758,keefeyushmanov@yahoo.com,9/7/1993,less_0,17,credits_paid_to_date,radio_tv,2533,less_100,less_1,2,female,none,3,savings_insurance,45,none,own,1,skilled,1,none,yes,No Risk
15-6726697,Felicle,Blabie,6 Bartelt Lane,631-172-4348,888-154-8282,felicleblabie@google.com,3/17/1989,no_checking,8,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,2,real_estate,48,none,own,1,management_self-employed,1,none,yes,No Risk
15-7921740,Lolita,McCallion,95 Lindbergh Terrace,386-915-3751,798-123-5246,lolitamccallion@google.com,6/2/2006,no_checking,13,outstanding_credit,car_used,6281,100_to_500,greater_7,4,male,none,4,savings_insurance,36,none,free,1,management_self-employed,1,none,yes,No Risk
15-8374010,Shay,Levins,434 Sunnyside Place,516-791-3474,456-108-9033,shaylevins@yahoo.com,8/12/2005,0_to_200,17,credits_paid_to_date,car_used,4490,less_100,1_to_4,2,female,none,2,savings_insurance,35,none,free,1,skilled,1,none,yes,No Risk
15-9571568,Nellie,Abelson,97 Hooker Avenue,710-183-3690,462-341-0694,nellieabelson@google.com,7/25/2014,no_checking,8,credits_paid_to_date,car_new,2971,less_100,4_to_7,3,male,co-applicant,4,car_other,24,none,own,1,skilled,2,yes,yes,Risk
16-0895910,Emmett,Joost,250 Golf Avenue,954-613-5057,307-228-4799,emmettjoost@yahoo.com,3/14/2011,no_checking,28,prior_payments_delayed,radio_tv,4153,100_to_500,1_to_4,3,female,none,3,car_other,27,none,own,1,skilled,1,yes,yes,No Risk
16-1560871,Andrei,Heinle,2348 Loomis Crossing,909-946-3774,104-800-9828,andreiheinle@google.com,12/8/1980,no_checking,35,outstanding_credit,radio_tv,6924,unknown,greater_7,5,male,co-applicant,5,car_other,56,none,free,3,skilled,2,yes,yes,Risk
16-2464734,Andreas,Donner,76047 Starling Trail,107-856-4039,562-738-9480,andreasdonner@hotmail.com,2/12/1987,no_checking,40,prior_payments_delayed,furniture,5234,500_to_1000,4_to_7,4,male,none,5,car_other,49,none,free,2,skilled,1,yes,yes,Risk
16-2816142,Selena,Dassindale,204 Hovde Court,529-586-5955,205-153-0575,selenadassindale@google.com,4/6/1995,no_checking,19,all_credits_paid_back,car_new,1593,less_100,1_to_4,2,female,none,3,real_estate,45,none,free,1,skilled,1,none,yes,Risk
16-4151976,Giustina,Ortes,557 Welch Crossing,507-348-2012,818-392-5188,giustinaortes@google.com,6/5/2005,less_0,20,no_credits,vacation,862,less_100,unemployed,2,female,none,1,savings_insurance,32,none,rent,1,skilled,1,none,yes,No Risk
16-4550020,Loella,Asgodby,3 Annamark Terrace,878-537-3074,793-264-9345,loellaasgodby@yahoo.com,1/8/1988,less_0,4,all_credits_paid_back,car_new,687,less_100,unemployed,2,male,none,2,real_estate,46,none,rent,1,skilled,1,none,yes,No Risk
16-4834052,Carlynne,Standrin,230 Quincy Terrace,515-488-6215,988-120-5813,carlynnestandrin@yahoo.com,6/10/1992,less_0,20,all_credits_paid_back,furniture,2734,less_100,less_1,3,male,none,2,real_estate,53,none,own,1,skilled,1,none,yes,No Risk
16-5376202,Sumner,Gauthorpp,9 Monterey Way,615-219-2297,505-126-1194,sumnergauthorpp@google.com,2/24/1990,less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,52,none,rent,1,skilled,1,none,yes,No Risk
16-5523426,Robbie,Ianson,94 Maryland Hill,826-954-4444,697-586-1908,robbieianson@hotmail.com,10/5/1985,less_0,4,credits_paid_to_date,car_used,559,500_to_1000,1_to_4,3,male,none,2,savings_insurance,60,none,own,1,skilled,1,none,yes,No Risk
16-5647506,Katy,Popley,09413 Lakeland Circle,258-930-0883,862-837-2937,katypopley@hotmail.com,5/16/1996,greater_200,36,prior_payments_delayed,radio_tv,4469,100_to_500,greater_7,4,male,none,2,savings_insurance,39,none,own,2,skilled,1,yes,yes,No Risk
16-5946699,Nan,Dyet,69 Dryden Avenue,493-326-2677,654-897-7755,nandyet@google.com,11/26/1992,no_checking,22,prior_payments_delayed,radio_tv,3298,100_to_500,4_to_7,4,female,co-applicant,3,car_other,44,none,own,1,skilled,1,yes,yes,Risk
16-6721438,Kerwinn,Tapply,482 Butterfield Terrace,328-924-5054,537-669-6551,kerwinntapply@google.com,11/23/2004,no_checking,36,outstanding_credit,radio_tv,5832,unknown,greater_7,5,male,co-applicant,4,unknown,41,none,free,3,skilled,2,yes,yes,Risk
16-7604246,Joceline,Helks,3574 Elmside Hill,154-201-3104,400-933-3343,jocelinehelks@google.com,9/18/1994,no_checking,20,credits_paid_to_date,radio_tv,6486,100_to_500,4_to_7,4,male,none,2,car_other,40,none,free,2,management_self-employed,1,yes,yes,No Risk
16-8268326,Mabelle,Velareal,5313 Spaight Center,878-346-2305,933-375-2728,mabellevelareal@google.com,3/4/1989,0_to_200,4,credits_paid_to_date,education,3511,100_to_500,1_to_4,2,male,none,3,real_estate,56,none,rent,1,skilled,2,none,yes,No Risk
